airport_id,airport_name
1491,TUPELO MUNICIPAL
1492,MIDDLETON MUNI MOREY FIELD
1493,WACO REGIONAL ARPT
1494,CHESTERFIELD COUNTY ARPT
1495,CASTLE ARPT
1496,SKAGIT REGIONAL
1497,MERRILL FIELD ARPT
1498,GRAND CANYON NATIONAL
1499,REID-HILLVIEW ARPT OF SANTA CLARA CNTY
1500,BERZ-MACOMB ARPT
1501,FLYING CLOUD ARPT
1502,SOUTHWEST MINNESOTA REGIONAL ARPT
1503,BEMIDJI REGIONAL ARPT
1504,SPENCER MUNICIPAL AIRPORT
1505,GREATER PORTSMOUTH REGIONAL ARPT
1506,TOMPKINS COUNTY ARPT
1507,GREGG COUNTY ARPT
1508,GREENBRIER VALLEY ARPT
1509,WILEY POST ARPT
1510,LIMA ALLEN COUNTY
1511,MERLE K (MUDHOLE) SMITH ARPT
1512,SOUTHWEST MICHIGAN REGIONAL
1513,TACOMA NARROWS ARPT
1514,MATHIS FIELD (TX)
1515,GREENWOOD MUNICIPAL ARPT
1516,FAIRMONT MUNICIPAL ARPT
1517,NAPLES MUNICIPAL
1518,HOUSTON GULF ARPT
1519,MORAN FIELD ARPT
1520,MASON COUNTY ARPT (MI)
1521,ASHTABULA COUNTY
1522,COLEMAN A YOUNG MUNICIPAL ARPT
1523,MANSFIELD LAHM MUNICIPAL
1524,HERLONG ARPT
1525,CAPT FEAR REGIONAL JETPORT
1526,CARRABELLE-THOMPSON
1527,FRANCIS S GABRESKI ARPT
1528,HAWKINS ARPT
1529,CUBA MUNICIPAL ARPT
1530,PAGE FIELD ARPT
1531,MERRILL C MEIGS ARPT
1532,DECATUR ARPT
1533,TERRE HAUTE INTL ARPT-HULMAN FIELD
1534,CHARLOTTESVILLE-ALBEMARLE ARPT
1535,ELKHART MUNICIPAL ARPT
1536,KINSTON REGL JETPORT
1537,MT PLEASANT MUNICIPAL ARPT
1538,LIBERAL MUNICIPAL
1539,NORFOLK REGIONAL ARPT
1540,ESSEX COUNTY AIRPORT
1541,DANVILLE REGIONAL ARPT
1542,COLUMBUS MUNICIPAL ARPT (NE)
1543,SAN LUIS COUNTY REGIONAL ARPT
1544,PALMDALE REGIONAL ARPT
1545,STOCKTON METRO
1546,GUNNISON COUNTY
1547,LLANO MUNICIPAL ARPT
1548,CHARLOTTE-MONROE  EXECUTIVE ARPT
1549,W K KELLOGG ARPT
1550,FORT WORTH ALLIANCE
1551,ALBERT WHITTED
1552,STELLAR AIRPARK
1553,DESTIN-FORT WALTON BEACH ARPT
1554,CALGARY INTL
1555,DELAWARE COUNTY REGIONAL ARPT
1556,YAKIMA AIR TERMINAL
1557,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT
1558,DAVID'S ARPT
1559,BUFFALO AIRFIELD ARPT
1560,HAWKINS FIELD ARPT
1561,ASHE COUNTY
1562,NORTH PLATTE REGIONAL
1563,CLARK COUNTY REGIONAL ARPT (IN)
1564,KENT STATE UNIVERSITY
1565,CORTEZ MUNICIPAL ARPT
1566,SANTA MARIA PUBLIC
1567,SANTA FE MUNICIPAL
1568,MANITOWOC COUNTY ARPT
1569,LAKE HAVASU CITY ARPT
1570,BARNES MUNICIPAL ARPT
1571,RICKENBACKER INTL
1572,FORD ARPT
1573,PROVO MUNICIPAL ARPT
1574,FOUR CORNERS REGIONAL
1575,DELAND MUNICIPAL ARPT
1576,FORBES FIELD AIRPORT
1577,H L SONNY CALLAHAN ARPT
1578,WM FAIRCHILD INTL ARPT
1579,MID-DELTA REGIONAL
1580,ANN ARBOR MUNICIPAL
1581,TSTC WACO
1582,ST. CLOUD REGIONAL
1583,FAYETTVILLE MUNICIPAL
1584,BESSEMER ARPT
1585,BRENNER FIELD ARPT
1586,ANNISTON METROPOLITAN ARPT
1587,BLOCK ISLAND STATE
1588,CLEARVIEW AIRPARK
1589,MUIR ARMY AIRFIELD
1590,LAKE IN THE HILLS
1591,LOUISA COUNTY ARPT/FREEMAN FLD
1592,MEADOW LAKE ARPT
1593,JOHN F KENNEDY MEMORIAL
1594,TYONEK ARPT
1595,PEARLAND REGIONAL ARPT
1596,HURON REGIONAL ARPT
1597,NORTH LAS VEGAS
1598,SOUTHBRIDGE MUNICIPAL ARPT
1599,LARAMIE REGIONAL
1600,JOHNSTON ATOLL ARPT
1601,ROSEAU MUNI ARPT/RUDY BILLBERG FLD
1602,GAINESVILLE MUNICIPAL ARPT
1603,LITCHFIELD MUNICIPAL
1604,GRIFFING SANDUSKY ARPT
1605,PUT IN BAY
1606,WALDRONAIRE ARPT
1607,SANTA MONICA MUNICIPAL
1608,GREATER KANKAKEE ARPT
1609,GREELEY-WELD COUNTY ARPT
1610,ST. GEORGE  ARPT (AK)
1611,WORTHINGTON MUNICIPAL ARPT
1612,BEAVER COUNTY ARPT
1613,OHIO UNIVERSITY ARPT
1614,WINGS FIELD ARPT
1615,RIVERTON REGIONAL
1616,GILLETTE CAMPBELL CO
1617,EMMONAK ARPT
1618,BANGOR INTL
1619,CHESTER ARPT
1620,LYNCHBURG REGIONAL
1621,SPACE COAST REGIONAL
1622,SIDNEY MUNICIPAL AR[T
1623,PAGO PAGO INTL
1624,GNOSS FIELD ARPT
1625,SCOTTSDALE ARPT
1626,GARDEN CITY REGIONAL
1627,PAGE MUNICIPAL
1628,MILLVILLE MUNICIPAL ARPT
1629,ROSTRAVER
1630,MCCORD FIELD ARPT
1631,DYERSBURG REGIONAL ARPT
1632,ARCATA AIRPORT
1633,ORCAS ISLAND ARPT
1634,OLYMPIA ARPT
1635,ATHENS/BEN EPPS ARPT
1636,SAWYER INTL
1637,BIG PINEY-MARBLETON
1638,DEADHORSE ARPT
1639,OGDEN-HINCKLEY ARPT
1640,MIDDLE BASS-EAST POINT
1641,MEADOWS FIELD ARPT
1642,NEWTOK ARPT
1643,LT WARREN EATON ARPT
1644,DAVID WAYNE HOOKS MEMORIAL ARPT
1645,HOUSTON-SOUTHWEST ARPT
1646,MANKATO REGIONAL ARPT
1647,PETERSBURG JAMES A JOHNSON ARPT
1648,MUSKEGON COUNTY ARPT
1649,CREVE COEUR ARPT
1650,FLAGSTAFF PULLIAM
1651,ADIRONDAK REGIONAL ARPT
1652,OCEAN CITY MUNICIPAL  ARPT (MD)
1653,AUBURN-LEWISTON MUNICIPAL
1654,CARROLL COUNTY-TOLSON ARPT
1655,MIAMI COUNTY ARPT
1656,CAMARILLO
1657,RYAN FIELD ARPT
1658,MANDAN MUNICIPAL
1659,CHICO MUNICIPAL ARPT
1660,DUBOIS REGIONAL ARPT
1661,LEESBURG EXECUTIVE ARPT
1662,PORTLAND-TROUTDALE ARPT
1663,HOUSTON MEMORIAL ARPT
1664,SHREVEPORT DOWNTOWN ARPT
1665,LENAWEE COUNTY ARPT
1666,DOUBLE EAGLE II ARPT
1667,CEDAR MILLS
1668,PRICE COUNTY ARPT
1669,HATTIESBURG-LAUREL
1670,SOUTHERN ILLINOIS
1671,ROLLA NATIONAL ARPT
1672,RUTLAND STATE ARPT
1673,ALBERT LEA MUNICIPAL ARPT
1674,MOUNT HAWLEY
1675,FRENCH LICK MUNICIPAL ARPT
1676,QUINCY REGIONAL ARPT - BALDWIN FLD
1677,SPRINGFIELD BECKLEY MUNICIPAL
1678,ANDERSON REGIONAL
1679,OCEAN REEF CLUB
1680,MANSFIELD MUNICIPAL
1681,CHIPPEWA COUNTY INTL ARPT
1682,CHEFORNAK ARPT
1683,MARCO ISLAND ARPT
1684,SALINAS MUNICIPAL ARPT
1685,SUNDANCE AIRPARK
1686,HUSLIA ARPT
1687,JASPER COUNTY ARPT-BELL FIELD
1688,LAWRENCE MUNICIPAL ARPT (MA)
1689,JACK MCNAMARA FLD
1690,COLLIN COUNTY RGNL ARPT AT MCKINNEY
1691,NORTHAMPTON ARPT
1692,FAIRMONT MUNI-FRANKMAN FLD
1693,KONA INTL ARPT
1694,BRANDYWINE ARPT
1695,SKYHAVEN
1696,WINONA MUNICIPAL ARPT
1697,CROOKSTON MUNI ARPT-KIRKWOOD FIELD
1698,SOUTH VALLEY REGIONAL ARPT
1699,KICKAPOO DOWNTOWN ARPT
1700,LAKE HOOD (SPB)
1701,CLINTON COUNTY ARPT
1702,MADISONVILLE MUNICIPAL
1703,MASSEY RANCH AIRPARK
1704,ROBT J MILLER AIR PARK
1705,PETER O KNIGHT ARPT
1706,PALM BEACH COUNTY PARK ARPT
1707,VENANGO REGIONAL
1708,FRIEDMAN MEMORIAL
1709,SOUTHWEST WASHINGTON REGIONAL ARPT
1710,RIVERSIDE MUNICIPAL ARPT
1711,ISLESBORO
1712,IOWA FALLS MUNICIPAL ARPT
1713,FELTS FIELD ARPT
1714,DENTON MUNICIPAL ARPT
1715,MARIANNA MUNICIPAL ARPT
1716,MCCOOK MUNICIPAL ARPT
1717,HANCOCK COUNTY-BAR HARBOR
1718,FERGUS FALLS MUNICIPAL ARPT
1719,ANKENY REGIONAL
1720,BAUDETTE INTL ARPT
1721,DALLAS EXECUTIVE ARPT
1722,MURFREESBORO MUNICIPAL ARPT
1723,SPRINGERVILLE MUNICIPAL
1724,LAUGHLIN BULLHEAD INTL
1725,UNIV OF OKLAHOMA WESTHEIMER ARPT
1726,HEMET-RYAN ARPT
1727,OGDENSBURG INTL ARPT
1728,EGLIN AFB/NW FLORIDA REGIONAL ARPT
1729,PINE MOUNTAIN LAKE ARPT
1730,FRONT RANGE ARPT
1731,HARTFORD-BRAINARD ARPT
1732,FRANKLIN FIELD ARPT
1733,PETER PRINCE FIELD ARPT
1734,WEST BRANCH COMMUNITY ARPT
1735,KINGMAN
1736,PONCA CITY MUNICIPAL ARPT
1737,KNOXVILLE DOWNTOWN ISLAND ARPT
1738,ONA AIRPARK ARPT
1739,DANIEL FIELD ARPT
1740,DOVER AIR FORCE BASE
1741,JOHN H BATTEN ARPT
1742,BERMUDA DUNES ARPT
1743,MASON CITY MUNICIPAL
1744,KENAI MUNICIPAL ARPT
1745,SUNRIVER
1746,CHANDLER MUNICIPAL ARPT
1747,JEFFERSON COUNTY INTL
1748,MADISON COUNTY ARPT
1749,NEWARK-HEATH ARPT
1750,DODGE CITY REGIONAL ARPT
1751,PALO ALTO ARPT OF SANTA CLARA COUNTY
1752,GRATIOT COMMUNITY
1753,NORTHERN MAINE REGIONAL
1754,GREENWOOD LAKE ARPT
1755,HAYS REGIONAL
1756,CUSTER ARPT
1757,M GRAHAM CLARK - TANEY COUNTY ARPT
1758,RAMONA ARPT
1759,KILLEEN/FT HOOD REGIONAL
1760,RICHARD I BONG ARPT
1761,TRIPLE W ARPT
1762,WINSTON FIELD ARPT
1763,EDWARD F KNAPP STATE ARPT
1764,LEESBURG INTL ARPT
1765,ANIMAS AIR PARK
1766,LAKE CITY MUNICIPAL ARPT
1767,CRYSTAL ARPT
1768,ST GEORGE MUNICIPAL ARPT
1769,SOLDOTNA AIRPORT
1770,GILLESPIE COUNTY
1771,MARCH ARB ARPT
1772,BROOKS COUNTY
1773,FARMINGTON REGIONAL
1774,MIDDLE PENINSULA REGIONAL ARPT
1775,CLAYTON COUNTY ARPT- TARA FIELD
1776,PATUXENT RIVER NAS
1777,GENESEE COUNTY ARPT
1778,WASHINGTON COUNTY
1779,ANDREWS AIR FORCE BASE
1780,FLAGLER COUNTY ARPT
1781,BERT MOONEY
1782,DICKINSON-THEODORE ROOSEVELT RGNL
1783,FESTUS MEMORIAL ARPT
1784,PERRY COUNTY MUNICIPAL
1785,EASTERN OREGON REGIONAL ARPT
1786,GLENDALE MUNICIPAL ARPT
1787,FOWLER ARPT
1788,HEBER CITY MUNICIPAL
1789,PEARSON FIELD ARPT
1790,NORTH PALM BEACH CNTY GEN AVTN
1791,LAWRENCE J TIMMERMAN ARPT
1792,BOLINGBROOKS CLOW INTL
1793,UGNU-KUPARUK ARPT
1794,WASHINGTON COUNTY MEMORIAL
1795,NOME ARPT
1796,SOUTHEAST TEXAS REGIONAL ARPT
1797,MILLINGTON REGIONAL JETPORT ARPT
1798,DONALDSON CENTER ARPT
1799,CORDOVA MUNICIPAL ARPT
1800,LIVINGSTON COUNTY SPENCER J HARDY
1801,SCOTT AFB/MIDAMERICA
1802,KIRKSVILLE REGIONAL
1803,FORT COLLINS-LOVELAND
1804,HOMER ARPT
1805,VALKARIA
1806,HANA ARPT
1807,SEBRING REGIONAL ARPT
1808,HENDERSON CITY-COUNTY ARPT
1809,CHADRON MUNICIPAL ARPT
1810,NEW BEDFORD REGIONAL ARPT
1811,KIPNUK ARPT
1812,FREDERICK MUNICIPAL ARPT
1813,GRIFFISS INTL
1814,MANISTEE COUNTY-BLACKER ARPT
1815,MAGNOLIA MUNICIPAL
1816,ROCK HILL (YORK CO) BRYANT FLD
1817,MC GUIRE AIR FORCE BASE
1818,NIAGARA FALLS INTL
1819,MCCONNELL AIR FORCE BASE
1820,KIT CARSON COUNTY
1821,TRAVIS AIR FORCE BASE
1822,WATERTOWN
1823,NEW SMYRNA BEACH MUNICIPAL ARPT
1824,BRITTON MUNICIPAL ARPT SD
1825,LOGAN-CACHE ARPT
1826,ARLINGTON MUNICIPAL ARPT (TX)
1827,VISALIA MUNICIPAL ARPT
1828,PHILIP BILLARD MUNICIPAL ARPT
1829,MARSHFIELD MUNI/G HARLOW FLD
1830,RUSSELLVILLE REGIONAL ARPT
1831,COLES COUNTY MEMORIAL ARPT
1832,HARVEY FIELD
1833,ZAMPERINI FIELD ARPT
1834,POPLAR BLUFF MUNICIPAL
1835,WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD
1836,HERNANDO COUNTY
1837,NEWPORT STATE ARPT
1838,VANDENBERG ARPT
1839,ENTERPRISE MUNICIPAL ARPT
1840,PROVINCETOWN MUNICIPAL ARPT
1841,HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT
1842,NORTH TEXAS REGIONAL ARPT
1843,SOUTHEAST IOWA REGIONAL ARPT
1844,CLAREMONT MUNICIPAL ARPT
1845,ONTARIO MUNICIPAL ARPT
1846,OPA-LOCKA EXECUTIVE ARPT
1847,CRAIG MUNICIPAL ARPT
1848,WILEY POST-WILL ROGERS MEM
1849,LEE'S SUMMIT MUNICIPAL ARPT
1850,WARSAW MUNICIPAL (IN)
1851,ALPENA COUNTY REG
1852,POMPANO BEACH AIRPARK
1853,ODESSA-SCHLEMEYER FIELD ARPT
1854,ALLIANCE MUNICIPAL ARPT
1855,GRANITE FALLS MUNICIPAL ARPT
1856,WASHINGTON EXECUTIVE ARPT HYDE FIELD
1857,LEA COUNTY REGIONAL ARPT
1858,OTTAWA/MACDONALD-CARTIER INTL
1859,GREAT BENT MUNICIPAL
1860,DELPHI MUNICIPAL ARPT
1861,CANYONLANDS FIELD
1862,BRAZORIA COUNTY ARPT
1863,VANCE BRAND ARPT
1864,STILLWATER REGIONAL ARPT
1865,BOLIVAR MUNICIPAL ARPT
1866,JOHNSTOWN-CAMBRIA
1867,SHOW LOW REGIONAL ARPT
1868,BALDWIN COUNTY ARPT
1869,KALAUPAPA ARPT
1870,MERCED MUNICIPAL
1871,NEWTON CITY/COUNTY ARPT
1872,PELLSTON REGIONAL
1873,SPRINGDALE MUNICIPAL ARPT
1874,BRUNSWICK GOLDEN ISLES
1875,SHALZ FIELD ARPT
1876,DILLINGHAM ARPT
1877,MESQUITE METRO ARPT
1878,FRANK WILEY FIELD ARPT
1879,GILLESPIE FIELD ARPT
1880,DELAWARE AIRPARK
1881,VICKSBURG TALLULAH REGIONAL ARPT
1882,WARREN FIELD ARPT
1883,WAUKESHA COUNTY ARPT
1884,MOUNT AIRY/SURRY COUNTY ARPT
1885,GENERAL WM J FOX AIRFIELD
1886,ROWAN COUNTY ARPT
1887,CINCINNATI-BLUE ASH ARPT
1888,WATERTOWN MUNICIPAL ARPT
1889,CEDAR CITY REGIONAL
1890,POTSDAM MUNICIPAL ARPT
1891,AUBURN-OPELIKA RG PITTS
1892,SCAMMON BAY AIRPORT
1893,GEORGETOWN MUNICIPAL ARPT
1894,SASKATOON/JOHN G. DIEFENBAKER INTL
1895,SHELL LAKE MUNICIPAL ARPT
1896,DEVILS LAKE REGIONAL ARPT
1897,GWINNER-ROGER MELROE FIELD ARPT
1898,SIDNEY-RICHLAND MUNICIPAL ARPT
1899,NORTHWEST FLORIDA BEACHES INTL
1900,BOLINDER FIELD - TOOELE VALLEY ARPT
1901,PRINCEVILLE ARPT
1902,CHEVRON USA INC SEAPLANE BASE
1903,LAWRENCE MUNICIPAL  ARPT (KS)
1904,TULIP CITY ARPT
1905,KNOX COUNTY REGIONAL
1906,GEORGE M BRYAN ARPT
1907,HARRISON COUNTY ARPT
1908,HAVRE CITY-COUNTY ARPT
1909,YAZOO COUNTY ARPT
1910,EAGLE COUNTY REGIONAL
1911,STENNIS INTL ARPT
1912,PAUL C MILLER-SPARTA ARPT
1913,MC KELLER FLD ARPT
1914,PITT-GREENVILLE ARPT
1915,DARE COUNTY REGIONAL ARPT
1916,TRACY MUNICIPAL ARPT
1917,HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY
1918,GLACIER PARK INTL
1919,WAUPACA MUNICIPAL ARPT
1920,COLUMBIA GORGE REGIONAL ARPT
1921,VICTORIA INTL
1922,CORPUS CHRISTI NAS/TRUAX FIELD
1923,IMMOKALEE REGIONAL ARPT
1924,CHAUTAUQUA COUNTY/JAMESTOWN ARPT
1925,ANIAK AIRPORT
1926,WATERTOWN INTL ARPT
1927,DAVIS MONTHAN AIR FORCE BASE
1928,SHERIDAN COUNTY ARPT
1929,PALMYRA (COOPER) AIRPORT
1930,KENTMORR AIRPARK
1931,EAGLE CREEK AIRPARK
1932,RICHLAND ARPT
1933,BOB SIKES ARPT
1934,BOULDER CITY MUNICIPAL ARPT
1935,WEST PLAINS REGIONAL ARPT
1936,TUNICA MUNI ARPT
1937,THE FLORIDA KEYS MARATHON
1938,NORTH BIG HORN COUNTY ARPT
1939,MACKINAC COUNTY ARPT
1940,HUTCHINSON MUNICIPAL
1941,DELAWARE MUNICIPAL ARPT
1942,MEFFORD FIELD ARPT
1943,CRAWFORDSVILLE MUNI ARPT
1944,HICKORY REGIONAL ARPT
1945,QUINN FIELD ARPT
1946,MONTREAL INTL (MIRABEL)
1947,PORT GRAHAM ARPT
1948,MARANA REGIONAL ARPT
1949,MERRIT ISLAND ARPT
1950,GRAYSON COUNTY ARPT
1951,LAKE PALOURDE BASE HELIPORT
1952,CULPEPER REGIONAL ARPT
1953,LAGUARDIA NY
1954,DALLAS/FORT WORTH INTL ARPT
1955,LAKEFRONT AIRPORT
1956,SEATTLE-TACOMA INTL
1957,NORFOLK INTL
1958,NEW CASTLE COUNTY
1959,WASHINGTON DULLES INTL ARPT
1960,ATLANTA INTL
1961,ORLANDO SANFORD INTL AIRPORT
1962,ONTARIO INTL ARPT
1963,CHICAGO O'HARE INTL ARPT
1964,GROTON-NEW LONDON AR
1965,SPIRIT OF ST LOUIS
1966,THEODORE FRANCIS GREEN STATE
1967,KANSAS CITY INTL
1968,LIHUE ARPT
1969,PHOENIX SKY HARBOR
1970,NASHVILLE INTL
1971,JIM HAMILTON L B OWENS ARPT
1972,SOUTHWEST FLORIDA INTL ARPT
1973,ABERDEEN REGIONAL AR
1974,NEWARK LIBERTY INTL ARPT
1975,ASPEN-PITKIN CO/SARD
1976,ROCHESTER INTL
1977,MINNEAPOLIS-ST PAUL INTL
1978,PUEBLO MEMORIAL ARPT
1979,WESTCHESTER COUNTY ARPT
1980,BIRMINGHAM-SHUTTLESWORTH INTL
1981,ORLANDO INTL
1982,MYRTLE BEACH INTL
1983,LAFAYETTE REGIONAL (LA)
1984,CLEVELAND-HOPKINS INTL ARPT
1985,SAN FRANCISCO INTL ARPT
1986,CENTRAL WISCONSIN ARPT
1987,DETROIT METRO WAYNE COUNTY ARPT
1988,TOLEDO EXPRESS ARPT
1989,METRO OAKLAND INTL
1990,BEVERLY MUNICIPAL ARPT
1991,TED STEVENS ANCHORAGE INTL
1992,CHARLOTTE/DOUGLAS INTL ARPT
1993,CINCINNATI/NORTHERN KENTUCKY INTL ARPT
1994,GREATER PEORIA REGIONAL ARPT
1995,INDIANAPOLIS INTL
1996,LOUISVILLE INTL ARPT
1997,PORTLAND INTL (OR)
1998,STEWART INTL AIRPORT
1999,LOS ANGELES INTL
2000,BURKE LAKEFRONT
2001,PHILADELPHIA INTL
2002,CAPITAL CITY (MI)
2003,PEASE INTL TRADEPORT
2004,SAVANNAH INTL
2005,HILO INTL ARPT
2006,FORT LAUDERDALE/HOLLYWOOD INTL
2007,DALLAS LOVE FIELD ARPT
2008,LOGAN INTL
2009,DENVER INTL AIRPORT
2010,KALAMAZOO/BATTLE CREEK INTL
2011,GERALD R FORD INTL
2012,FORT SMITH MUNICIPAL ARPT
2013,MCCARREN INTL
2014,HESLER-NOBLE FIELD ARPT
2015,PENSACOLA REGIONAL
2016,BALTIMORE WASH INTL
2017,LAURENCE G HANSCOM
2018,PANAMA CITY - BAY COUNTY INTL
2019,OXNARD ARPT
2020,MORRISTOWN MUNICIPAL ARPT
2021,TRENTON MERCER ARPT
2022,TETERBORO AIRPORT
2023,SANFORD REGIONAL ARPT
2024,MEMPHIS INTL
2025,GREATER ROCHESTER INTL
2026,SAINT HUBERT
2027,RALEIGH-DURHAM INTL
2028,DUPAGE AIRPORT
2029,ROANOKE REGIONAL
2030,EL PASO INTL ARPT
2031,PALM BEACH INTL
2032,LEWISTON-NEZ PERCE CO ARPT
2033,BLOOMINGTON/NORMAL
2034,INDIANAPOLIS REGIONAL ARPT
2035,JACKSON EVERS INTL
2036,VANCOUVER INTL
2037,LEHIGH VALLEY INTL
2038,SALT LAKE CITY INTL
2039,QUAD CITY ARPT
2040,PORT COLUMBUS INTL
2041,EPPLEY AIRFIELD
2042,BOB HOPE ARPT
2043,GENERAL MITCHELL INTL
2044,FRESNO YOSEMITE INTL
2045,UNIVERSITY PARK ARPT
2046,COLORADO SPRINGS MUNICIPAL
2047,FORT WAYNE INTL
2048,KEARNEY MUNICIPAL
2049,WATERLOO REGIONAL ARPT
2050,ALBANY INTL
2051,SACRAMENTO INTL
2052,JOHN F KENNEDY INTL
2053,BUFFALO-NIAGARA INTL
2054,AUSTIN STRAUBEL INTL
2055,DES MOINES INTL
2056,WAUKEGAN REGIONAL ARPT
2057,RONALD REAGAN WASHINGTON NATL
2058,LOVELL FIELD ARPT
2059,JAMES M COX DAYTON INTL
2060,ALBUQUERQUE INTL
2061,MIAMI INTL
2062,JOSLIN FIELD - MAGIC VALLEY REGIONAL
2063,GREATER PITTSBURGH
2064,TROY MUNICIPAL ARPT
2065,NEW ORLEANS INTL
2066,LAMBERT-ST LOUIS INTL
2067,BRACKETT FIELD ARPT
2068,HOUSTON-HOBBY
2069,GEORGE BUSH INTERCONTINENTAL
2070,RENTON MUNICIPAL ARPT
2071,THE EASTERN IOWA ARPT
2072,NORTH BEND MUNICIPAL
2073,HARRISBURG INTL
2074,SANTA BARBARA MUNICIPAL
2075,BRADLEY INTL
2076,SAN DIEGO INTL
2077,YEAGER ARPT
2078,CHICAGO MIDWAY INTL ARPT
2079,ARDMORE MUNICIPAL
2080,SARASOTA-BRADENTON
2081,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL
2082,TALLAHASSEE REGIONAL
2083,UNALASKA ARPT
2084,FULTON COUNTY ARPT - BROWN FIELD
2085,GOLDEN TRIANGLE REGIONAL
2086,GULFPORT BILOXI REGIONAL
2087,MINETA SAN JOSE INTL
2088,HUNTSVILLE INTL
2089,JAMESTOWN REGIONAL
2090,AIRBORNE AIRPARK
2091,EVANSVILLE REGIONAL
2092,SPOKANE INTERNATIONAL
2093,SMITH REYOLDS ARPT
2094,LITTLE RIVER ARPT
2095,CONCORD REGIONAL ARPT
2096,AMARILLO INTL
2097,COBB COUNTY ARPT-MC COLLUM FIELD
2098,CHARLESTON AFB/INTL ARPT
2099,DANBURY MUNICIPAL ARPT
2100,RALPH WIEN MEMORIAL ARPT
2101,COLUMBUS MUNICIPAL ARPT (IN)
2102,VAN NUYS ARPT
2103,AUSTIN-BERGSTROM INTL
2104,OAKLAND/TROY ARPT
2105,BURLINGTON INTL
2106,KODIAK AIRPORT
2107,NAPA COUNTY ARPT
2108,EXECUTIVE ARPT
2109,WHITEMAN AIRPORT
2110,SCHOLES INTL ARPT AT GALVESTON
2111,ADAMS FIELD ARPT
2112,MONTGOMERY FIELD ARPT
2113,PHOENIX DEER VALLEY ARPT
2114,SKYLARK FIELD
2115,GREATER BINGHAMTON ARPT
2116,KLEBERG COUNTY ARPT
2117,JOPLIN REGIONAL
2118,JONESBORO MUNICIPAL ARPT
2119,HONOLULU INTL ARPT
2120,SIOUX GATEWAY ARPT
2121,SAN ANTONIO INTL
2122,VALLEY INTL
2123,JACKSON HOLE
2124,JOHN WAYNE AIRPORT
2125,DILLINGHAM AIRFIELD
2126,SHREVEPORT REGIONAL
2127,MCMINN COUNTY ARPT
2128,CUYAHOGA COUNTY ARPT
2129,MANCHESTER AIRPORT
2130,PORTLAND INTL JETPORT (ME)
2131,JEFFERSON CITY MEMORIAL ARPT
2132,NW ARKANSAS REGIONAL
2133,WICHITA MID-CONTINENT ARPT
2134,TYLER POUNDS FIELD
2135,ADDISON
2136,OWENSBORO-DAVIESS
2137,ATLANTIC CITY INTL
2138,LONG ISLAND MAC ARTHUR
2139,ELLINGTON FIELD ARPT
2140,LANCASTER ARPT (PA)
2141,NORTHEAST PHILADELPHIA ARPT
2142,LINCOLN MUNICIPAL
2143,SAN CARLOS ARPT
2144,IGOR I SIKORSKY MEMORIAL
2145,MORGANTOWN MUNICIPAL ARPT
2146,SITKA ROCKY GUTIERREZ ARPT
2147,GAINESVILLE REG ARPT
2148,TRI-CITIES REGIONAL TN/VA ARPT
2149,ALLEGHENY COUNTY ARPT
2150,JACKSONVILLE INTL
2151,PIERRE REGIONAL ARPT
2152,NEWPORT NEWS/WILLIAMSBURG INTL
2153,MANLEY HOT SPRINGS ARPT
2154,RICHMOND INTL
2155,KISSIMMEE GATEWAY ARPT
2156,VERO BEACH MUNICIPAL
2157,WAYNE MUNICIPAL ARPT
2158,ROCK SPRINGS-SWEETWATER CO
2159,LA CROSSE MUNICIPAL AIRPORT
2160,RICHARD LLOYD JONES JR ARPT
2161,BUTLER COUNTY REGIONAL
2162,SPRINGFIELD-BRANSON NATIONAL
2163,ABRAHAM LINCOLN CAPITAL ARPT
2164,SHEPPARD AIR FORCE BASE
2165,BUCHOLZ AAF MARSHALL
2166,CENTRAL NEBRASKA REGIONAL
2167,TAMPA INTL
2168,WORCESTER REGIONAL
2169,MEMORIAL FIELD
2170,KAHULUI ARPT
2171,OAKLAND COUNTY INTL
2172,JOHN C TUNE ARPT
2173,FORT LAUDERDALE EXECUTIVE ARPT
2174,MELBOURNE INTL
2175,BISMARCK MUNICIPAL ARPT
2176,MINOT INTL AIRPORT
2177,SLIDELL AIRPORT
2178,GREAT FALLS INTL
2179,BRAINERD-CROW WING
2180,BLUE GRASS ARPT
2181,ROGUE VALLEY INTL
2182,STUTTGART MUNICIPAL ARPT
2183,LAWTON-FORT SILL REGIONAL ARPT
2184,YAMPA VALLEY
2185,COLONEL JAMES JABARA ARPT
2186,MIDLAND INTL
2187,MALCOLM MCKINNON ARPT
2188,MILLARD ARPT
2189,ROCK COUNTY
2190,MARTIN STATE ARPT
2191,BUCHANAN FLD
2192,BOIRE FIELD
2193,VALDOSTA REGIONAL
2194,MANASSAS REGIONAL ARPT
2195,ERIE INTL
2196,CINCINNATI MUNI ARPT-LUNKEN FIELD
2197,SACRAMENTO MATHER ARPT
2198,LUIS MUNOZ MARIN INTL -SAN JUAN
2199,MOLOKAI ARPT
2200,MCGHEE TYSON ARPT
2201,ST. PETERSBURG/CLEARWATER INTL
2202,GRANT COUNTY ARPT
